year,netprofitmargin,grossprofit,revenue,netincome,costandexpenses,costofgoodsandservices,netproft,ebit,interest,ebt,proftaftertax,grossprofitmargin,Sector
2023,166.306449778182,8676365.4699,8791000,14620000,135211.3631,114634.5301,7242602.6327,8541154.1068,20445.1272,8520708.9796,1278106.3469,98.6960012501422,2
2023,254.226502708745,56968892.2497,58145000,147820000,471183.7729,1176107.7503,47953332.2213,56497708.4768,82023.5106,56415684.9662,8462352.7449,97.9772848047124,3
2020,164.620251764342,44451232.6075,45201000,74410000,1734169.7797,749767.3925,36232492.045,42717062.8278,90601.5984,42626461.2294,6393969.1844,98.3412592807681,2
2021,217.457131192161,58644694.2296,58784000,127830000,2861155.3462,139305.7704,47358180.3674,55783538.8834,68032.5688,55715506.3146,8357325.9472,99.7630209403919,2
2023,116.272714851756,21607311.8861,21957000,25530000,869624.5228,349688.1139,17615107.8469,20737687.3633,14031.0728,20723656.2905,3108548.4436,98.4073957557954,3
2022,186.961007611595,50068605.2903,51369000,96040000,1665197.5307,1300394.7097,41138495.2249,48403407.7596,5178.0832,48398229.6764,7259734.4515,97.4685224362943,2
2020,221.479394489279,20502067.3408,20941000,46380000,40964.7278,438932.6592,17361407.5319,20461102.613,35917.2813,20425185.3317,3063777.7998,97.9039555933336,3
2020,104.720473511388,47508327.1088,47813000,50070000,477813.1921,304672.8912,39913385.3385,47030513.9167,73589.9891,46956923.9276,7043538.5891,99.3627823161065,2
2021,101.703115928005,10258945.0769,10334000,10510000,76125.8444,75054.9231,8647969.4109,10182819.2325,8737.5726,10174081.6599,1526112.249,99.273708892007,2
2023,280.866530968305,34338973.5486,34390000,96590000,423366.6614,51026.4514,28790102.2833,33915606.8872,44898.3186,33870708.5686,5080606.2853,99.8516241599302,2
2021,190.500056954095,43474197.3314,43895000,83620000,1986880.1183,420802.6686,35255154.7294,41487317.2131,10664.5903,41476652.6228,6221497.8934,99.0413425934617,4
2023,75.2877355032622,13523263.5505,13641000,10270000,593332.6899,117736.4495,10979369.1698,12929930.8606,13025.9549,12916904.9057,1937535.7359,99.1368928267722,2
2020,68.1531148820868,43153786.9941,43549000,29680000,1257880.9813,395213.0059,35516200.9083,41895906.0128,112140.2383,41783765.7745,6267564.8662,99.0924866107144,2
2021,290.940402880701,37348927.0709,38324000,111500000,215387.1876,975072.9291,31491991.3395,37133539.8833,84138.3074,37049401.5759,5557410.2364,97.4557120104895,4
2021,159.526614544286,55813175.0893,56022000,89370000,665815.4065,208824.9107,46793865.5205,55147359.6828,95753.1881,55051606.4947,8257740.9742,99.6272448132876,3
2020,154.80301286323,48649020.7137,49521000,76660000,2357013.4776,871979.2863,39315873.7602,46292007.2361,38038.1065,46253969.1296,6938095.3694,98.239172701884,2
2021,109.826589595376,26263280.2788,26815000,29450000,251242.361,551719.7212,22107337.3074,26012037.9178,3405.7915,26008632.1263,3901294.8189,97.9424959119896,3
2021,113.75791829458,26026947.7808,26363000,29990000,1183135.843,336052.2192,21061196.5818,24843811.9378,65933.6063,24777878.3315,3716681.7497,98.725288399651,3
2021,123.732047805564,9868525.106,9957000,12320000,436951.0262,88474.894,7997486.6516,9431574.0798,22766.2544,9408807.8254,1411321.1738,99.1114302099026,4
2020,149.489322191272,8357921.7386,8616000,12880000,396074.81,258078.2614,6759248.9253,7961846.9286,9789.3694,7952057.5592,1192808.6339,97.0046627042711,2
2023,145.894677236693,35317031.3895,35320000,51530000,1584932.6626,2968.6105,28631704.0643,33732098.7269,47741.0042,33684357.7227,5052653.6584,99.9915951005096,3
2022,116.319972940978,29361406.8006,29565000,34390000,1400946.517,203593.1994,23738478.7623,27960460.2836,32838.2103,27927622.0733,4189143.311,99.3113708797565,2
2022,115.334207077326,6003367.0569,6104000,7040000,193373.5357,100632.9431,4936438.0357,5809993.5212,2419.3616,5807574.1596,871136.1239,98.3513606962647,2
2022,240.723243428964,23073996.9107,23284000,56050000,397053.0368,210003.0893,19254249.809,22676943.8739,24885.2751,22652058.5988,3397808.7898,99.09807984324,2
2023,144.676214196762,31225536.5966,32120000,46470000,360987.9998,894463.4034,26206324.8271,30864548.5968,33578.212,30830970.3848,4624645.5577,97.2152446967621,2
2021,248.013161225006,39322358.7197,39510000,97990000,1266490.893,187641.2803,32326578.0567,38055867.8267,24599.5247,38031268.302,5704690.2453,99.5250790172108,2
2020,108.876596184666,19142591.6289,19343000,21060000,190622.6968,200408.3711,16080951.4674,18951968.9321,33202.4999,18918766.4322,2837814.9648,98.9639230155612,3
2021,71.0720110710226,19873855.963,20233000,14380000,815002.1193,359144.037,16156015.565,19058853.8437,51776.7084,19007077.1353,2851061.5703,98.2249590421589,2
2023,144.966263611464,14824409.105,14969000,21700000,520907.5189,144590.895,12143127.4023,14303501.5861,17469.3481,14286032.238,2142904.8357,99.0340644331619,2
2023,185.14572531193,41681960.0201,42237000,78200000,1703070.9578,555039.9799,33974432.4885,39978889.0623,8968.4876,39969920.5747,5995488.0862,98.6858915645051,2
2020,215.831083686849,51295516.7155,51860000,111930000,2030834.2075,564483.2845,41798251.5936,49264682.508,90268.8685,49174413.6395,7376162.0459,98.9115247117239,2
2020,60.930034533327,20966783.2373,21139000,12880000,349649.4542,172216.7627,17512706.4138,20617133.7831,13949.7669,20603184.0162,3090477.6024,99.1853126321018,2
2020,88.8884741713944,52910128.6675,53584000,47630000,2404501.7349,673871.3325,42904480.9112,50505626.9326,29767.0371,50475859.8955,7571378.9843,98.7424019623395,4
2021,219.276689751036,39877408.4016,40287000,88340000,13623.7362,409591.5984,33843342.8663,39863784.6654,48087.1756,39815697.4898,5972354.6235,98.9833157137538,0
2020,124.54532805947,50192703.2871,50311000,62660000,1661820.1652,118296.7129,41181713.4973,48530883.1219,81808.4192,48449074.7027,7267361.2054,99.7648690884697,2
2022,74.963157032913,30307310.5166,30535000,22890000,977907.6094,227689.4834,24928379.3406,29329402.9072,1897.8006,29327505.1066,4399125.766,99.2543327872933,1
2020,136.41532887255,37754642.8347,37811000,51580000,648887.6397,56357.1653,31491912.5667,37105755.195,56446.293,37049308.902,5557396.3353,99.8509503443442,2
2020,144.301942103335,27058652.0505,27290000,39380000,92892.3272,231347.9495,22869643.361,26965759.7233,60296.9456,26905462.7777,4035819.4167,99.1522610864786,2
2020,297.07275684084,27780834.4083,28286000,84030000,1336915.8618,505165.5917,22426446.147,26443918.5465,59864.2559,26384054.2906,3957608.1436,98.2140790790497,2
2021,230.766996776348,33490551.4897,34433000,79460000,1334109.1598,942448.5103,27312266.9307,32156442.3299,24363.5879,32132078.742,4819811.8113,97.2629497566288,2
2023,242.701575532901,51295261.0235,51792000,125700000,1717476.7615,496738.9765,42047563.7029,49577784.262,110062.2586,49467722.0034,7420158.3005,99.0408963227912,2
2023,217.958767020908,53540523.3506,54859000,119570000,1592869.1161,1318476.6494,44095017.1363,51947654.2345,71163.4859,51876490.7486,7781473.6123,97.5966083060209,3
2021,236.053950531763,24042077.5175,24541000,57930000,1208639.2662,498922.4825,19376082.194,22833438.2513,38047.4348,22795390.8165,3419308.6225,97.9669838942993,2
2020,161.418453292496,40810020.3743,41792000,67460000,45396.9446,981979.6257,34578267.2832,40764623.4297,84308.9789,40680314.4508,6102047.1676,97.6503167455494,2
2020,88.5197645079899,9380586.1836,9512000,8420000,206516.6154,131413.8164,7792424.7359,9174069.5682,6511.0554,9167558.5128,1375133.7769,98.6184417956266,3
2020,74.1967538920172,11883520.5862,12076000,8960000,82294.5419,192479.4138,10016959.2149,11801226.0443,16568.1444,11784657.8999,1767698.685,98.4060995876118,2
2022,119.621874723916,11134434.9117,11319000,13540000,404667.9149,184565.0883,9103284.0566,10729766.9968,20021.0479,10709745.9489,1606461.8923,98.3694223138086,3
2022,142.671104037042,53743202.1577,55288000,78880000,2043553.4573,1544797.8423,43941192.6609,51699648.7004,4127.9229,51695520.7775,7754328.1166,97.2059075345464,2
2023,193.485203321269,46904399.8132,46970000,90880000,2278763.1269,65600.1868,37899794.9762,44625636.6863,37642.5967,44587994.0896,6688199.1134,99.8603359872259,4
2023,121.997300944669,10818627.6803,11115000,13560000,416848.8814,296372.3197,8841175.3582,10401778.7989,396.0245,10401382.7744,1560207.4162,97.3335823688709,3
2023,285.664165812058,36710091.805,37054000,105850000,1423324.5237,343908.195,29937122.9755,35286767.2813,66622.6042,35220144.6771,5283021.7016,99.0718729556863,3
2022,155.592272018926,52338572.1644,53261000,82870000,1615790.8555,922427.8356,43071258.4611,50722781.3089,50712.5311,50672068.7778,7600810.3167,98.2680989174067,0
2023,127.100438480327,33633741.2202,33981000,43190000,764090.11,347258.7798,27883068.6335,32869651.1102,66040.9531,32803610.1571,4920541.5236,98.9780795744681,2
2022,169.438669438669,56295833.488,56758000,96170000,2691563.6704,462166.512,45499325.3176,53604269.8176,75651.7969,53528618.0207,8029292.7031,99.1857244582262,2
2023,297.640052933392,9061298.907,9068000,26990000,28059.2952,6701.093,7669087.036,9033239.6118,10784.2753,9022455.3365,1353368.3005,99.9261017534186,0
2021,113.947813027971,10600142.8004,10654000,12140000,401304.6573,53857.1996,8654301.2697,10198838.1431,17307.2376,10181530.9055,1527229.6358,99.4944884587948,2
2022,177.186288941629,33061473.4894,33287000,58980000,1013571.5697,225526.5106,27187957.6998,32047901.9197,62069.3317,31985832.588,4797874.8882,99.3224787136119,3
2022,99.7983290118122,17148424.641,17355000,17320000,199656.2045,206575.359,14400627.1337,16948768.4365,6854.1615,16941914.275,2541287.1413,98.809706949006,3
2022,152.065962999746,43293798.1728,43297000,65840000,987601.9745,3201.8272,35955479.6862,42306196.1983,5631.8616,42300564.3367,6345084.6505,99.9926049675497,0
2022,252.188537668722,46273039.3739,46378000,116960000,200611.0151,104960.6261,39114083.2661,46072428.3588,55859.8104,46016568.5484,6902485.2823,99.7736844493079,3
2020,257.51148815836,5599250.5647,5658000,14570000,154314.4049,58749.4353,4624672.5918,5444936.1598,4144.8753,5440791.2845,816118.6927,98.9616572057264,2
2022,271.322186314458,14104341.5376,14234000,38620000,637892.7691,129658.4624,11423942.1153,13466448.7685,26516.8681,13439931.9004,2015989.7851,99.0890932808768,4
2023,73.3550681683462,6616645.4999,6748000,4950000,217238.0713,131354.5001,5430971.8258,6399407.4286,10028.81,6389378.6186,958406.7928,98.0534306446354,2
2021,87.8515071818734,39226023.469,39544000,34740000,382674.5844,317976.531,32937249.1075,38843348.8846,93644.0523,38749704.8323,5812455.7248,99.19589183947,4
2023,84.8050649783406,41893746.2767,42014000,35630000,1643018.8362,120253.7233,34130913.9691,40250727.4405,96711.0063,40154016.4342,6023102.4651,99.7137770188509,2
2023,219.400003665219,53046883.1427,54567000,119720000,1119710.6904,1520116.8573,44137506.0685,51927172.4523,694.7247,51926477.7276,7788971.6591,97.2142194782561,2
2022,141.988856998143,11632063.8855,11846000,16820000,445533.8316,213936.1145,9498081.5208,11186530.0539,12316.5,11174213.5539,1676132.0331,98.1940223324329,4
2023,160.879996378616,43515366.0045,44182000,71080000,1732364.434,666633.9955,35442689.3598,41783001.5705,85719.9707,41697281.5998,6254592.24,98.4911638325563,2
2020,144.631841561149,57295261.8258,58521000,84640000,455668.2277,1225738.1742,48220630.4018,56839593.5981,109440.1842,56730153.4139,8509523.0121,97.9054729512483,3
2020,105.51592379016,55407364.1274,57053000,60200000,400452.1185,1645635.8726,46668347.0829,55006912.0089,102974.2643,54903937.7446,8235590.6617,97.1156015063187,0
2023,116.247082360787,46554174.7694,47984000,55780000,347596.4597,1429825.2306,39184344.7131,46206578.3097,107349.2355,46099229.0742,6914884.3611,97.0202041709737,2
2021,50.9607351712615,5927880.5488,5985000,3050000,134244.6468,57119.4512,4912991.4882,5793635.902,13645.9159,5779989.9861,866998.4979,99.0456232046784,3
2023,271.360759493671,14811854.5541,15168000,41160000,330353.0695,356145.4459,12299740.9889,14481501.4846,11217.9682,14470283.5164,2170542.5275,97.6519946868407,2
2021,150.154117129018,15842322.0589,15897000,23870000,430281.817,54677.9411,13079540.7903,15412040.2419,24345.1945,15387695.0474,2308154.2571,99.6560486815122,3
2022,115.728143854253,33767234.1425,33812000,39130000,760436.0592,44765.8575,28027654.22,33006798.0833,33087.2362,32973710.8471,4946056.6271,99.8676036392405,0
2021,63.1127298126575,39057167.0687,40087000,25300000,1916898.1581,1029832.9313,31543746.6574,37140268.9106,29978.7254,37110290.1852,5566543.5278,97.4310052353631,3
2022,214.270068995729,18001332.5026,18262000,39130000,677672.8633,260667.4974,14690509.6161,17323659.6393,40707.1498,17282952.4895,2592442.8734,98.5726234946884,2
2022,283.178114086147,13657655.8553,13744000,38920000,573130.4877,86344.1447,11099691.6499,13084525.3676,26064.603,13058460.7646,1958769.1147,99.3717684465949,2
2023,160.575605299223,8694137.8074,8756000,14060000,33123.6077,61862.1926,7355120.5922,8661014.1997,7931.1501,8653083.0496,1297962.4574,99.293487978529,2
2023,219.724346583747,47444043.9807,47596000,104580000,214491.7411,151956.0193,40070715.8504,47229552.2396,87533.5921,47142018.6475,7071302.7971,99.6807378365829,0
2023,290.16910053346,48234556.7091,48551000,140880000,2297268.2748,316443.2909,38941509.5481,45937288.4343,123747.7895,45813540.6448,6872031.0967,99.3482249780643,2
2023,172.926114298599,39544628.7752,39913000,69020000,758326.8001,368371.2248,32890812.7063,38786301.9751,91228.203,38695073.7721,5804261.0658,99.0770645534036,2
2023,289.959921899085,48378680.1826,48655000,141080000,1560378.5334,276319.8174,39772794.3813,46818301.6492,26778.8477,46791522.8015,7018728.4202,99.4320834088994,3
2023,196.437960042061,15054028.8746,15216000,29890000,153318.8779,161971.1254,12639695.9403,14900709.9967,30479.4787,14870230.518,2230534.5777,98.9355209950052,0
2022,65.4971656197334,12918743.3933,13054000,8550000,418861.9912,135256.6067,10611398.515,12499881.4021,15883.1491,12483998.253,1872599.738,98.9638684947143,1
2023,262.929235904862,39840444.133,40741000,107120000,1827200.9532,900555.867,32283468.4792,38013243.1798,32692.0278,37980551.152,5697082.6728,97.7895587565352,2
2021,130.708808097116,31679075.2021,32209000,42100000,1277867.7458,529924.7979,25798247.6494,30401207.4563,50327.8688,30350879.5875,4552631.9381,98.3547306718619,0
2023,61.8,9727943.5476,10000000,6180000,86621.8279,272056.4524,8192957.0303,9641321.7197,2548.7429,9638772.9768,1445815.9465,97.279435476,2
2020,79.6111623229699,59061935.7895,59665000,47500000,2712192.2492,603064.2105,47886112.7422,56349743.5403,13140.3142,56336603.2261,8450490.4839,98.9892496262465,1
2021,197.391398081276,46289164.2388,46385000,91560000,1028235.306,95835.7612,38396498.3902,45260928.9328,88577.8855,45172351.0473,6775852.6571,99.7933906193813,2
2022,199.057946126294,19964258.2186,20381000,40570000,831115.5955,416741.7814,16243763.7916,19133142.6231,22832.28,19110310.3431,2866546.5515,97.9552437005054,1
2023,131.828024587874,56775887.9835,57264000,75490000,1537790.4242,488112.0165,46916237.1444,55238097.5593,42524.4482,55195573.1111,8279335.9667,99.1476110357293,4
2020,57.348879377596,46720894.0224,47429000,27200000,1569006.1095,708105.9776,38299491.1114,45151887.9129,93663.076,45058224.8369,6758733.7255,98.5070189597082,1
2022,118.967587034814,8236542.3598,8330000,9910000,107247.1093,93457.6402,6909822.6206,8129295.2505,92.1674,8129203.0831,1219380.4625,98.8780595414166,4
2021,221.171873458191,50578445.1729,50671000,112070000,1331092.9528,92554.8271,41793497.6212,49247352.2201,78531.4893,49168820.7308,7375323.1096,99.8173416212429,4
2023,124.940315136081,43951936.3076,43981000,54950000,283421.4632,29063.6924,37059544.9852,43668514.8444,69050.1559,43599464.6885,6539919.7033,99.9339176180623,3
2023,133.316761952109,24019547.4605,24138000,32180000,172944.0333,118452.5395,20268397.4517,23846603.4272,1429.9546,23845173.4726,3576776.0209,99.5092694527301,2
2021,150.075481751177,11091225.7319,11261000,16900000,248187.8379,169774.2681,9201476.6856,10843037.894,17771.2051,10825266.6889,1623790.0033,98.4923695222449,4
2023,238.989700833742,40257004.4893,40780000,97460000,1846163.1583,522995.5107,32627452.0138,38410841.331,25603.6677,38385237.6633,5757785.6495,98.7175195912212,2
2023,58.8123695693417,26203857.4352,26355000,15500000,56849.8492,151142.5648,22187387.0946,26147007.586,44199.2394,26102808.3466,3915421.252,99.4265127497628,0
2023,137.426900584795,36851084.1553,37278000,51230000,348589.977,426915.8447,30946406.6067,36502494.1783,94956.9939,36407537.1844,5461130.5777,98.8547780334245,2
2020,235.011679211004,37943712.4715,38530000,90550000,436086.5235,586287.5285,31867769.2838,37507625.948,16132.6729,37491493.2751,5623723.9913,98.4783609434207,1
2020,218.870544669033,38880005.4897,38886000,85110000,198437.6676,5994.5103,32797559.531,38681567.8221,96203.668,38585364.1541,5787804.6231,99.984584399784,2
2023,139.592818486384,11506137.8998,11641000,16250000,558504.844,134862.1002,9294349.6856,10947633.0558,13104.0139,10934529.0419,1640179.3563,98.841490420067,4
2020,160.265926547473,15079754.4128,15493000,24830000,225432.3677,413245.5872,12608110.4061,14854322.0451,21250.9791,14833071.066,2224960.6599,97.3326948479959,2
2022,257.97545350618,46203729.7207,46361000,119600000,753905.9122,157270.2793,38607646.6219,45449823.8085,29063.0768,45420760.7317,6813114.1098,99.6607703041349,0
2021,197.928955302137,29784137.673,30516000,60400000,1301261.3843,731862.327,24205157.0047,28482876.2887,6220.989,28476655.2997,4271498.295,97.6017095064884,1
2021,135.052306557906,42159207.6537,43398000,58610000,916152.9091,1238792.3463,35040096.0794,41243054.7446,19412.2983,41223642.4463,6183546.3669,97.1455082116687,2
2023,170.724552654737,50736781.0768,51135000,87300000,804585.5807,398218.9232,42390793.5639,49932195.4961,60673.6562,49871521.8399,7480728.276,99.2212400054757,2
2020,200.136845706466,25551345.4749,26307000,52650000,946639.2326,755654.5251,20898820.5969,24604706.2423,17858.4812,24586847.7611,3688027.1642,97.1275534074581,2
2023,299.317543155359,24617821.6264,24910000,74560000,1112597.6229,292178.3736,19969204.9112,23505224.0035,12041.755,23493182.2485,3523977.3373,98.8270639357688,2
2021,93.4030197444832,42130605.3309,43050000,40210000,1316484.283,919394.6691,34659922.118,40814121.0479,37742.0855,40776378.9624,6116456.8444,97.864356169338,3
2020,228.43137254902,7118809.6526,7140000,16310000,145454.0642,21190.3474,5923656.1742,6973355.5884,4348.3246,6969007.2638,1045351.0896,99.7032164229692,2
2023,194.360902255639,31200194.4839,31920000,62040000,1144673.2663,719805.5161,25518244.5439,30055521.2176,34057.0483,30021464.1693,4503219.6254,97.7449701876566,3
2020,96.4980544747082,6312518.2191,6425000,6200000,281649.1902,112481.7809,5121011.074,6030869.0289,6150.1183,6024718.9106,903707.8366,98.2493108031128,3
2020,231.794112623128,17554086.6058,17563000,40710000,372887.9617,8913.3942,14568584.5855,17181198.6441,41687.367,17139511.2771,2570926.6916,99.9492490223766,0
2021,227.436403763503,8384539.469,8609000,19580000,185747.35,224460.531,6967341.0518,8198792.119,1920.2933,8196871.8257,1229530.7739,97.3927223719363,2
2022,53.8378791033382,56165979.1871,57636000,31030000,2582718.019,1470020.8129,45443481.2065,53583261.1681,120342.1016,53462919.0665,8019437.86,97.4494746115275,4
2020,191.486309231021,48785432.8611,48792000,93430000,511540.1234,6567.1389,40967782.8829,48273892.7377,76501.1108,48197391.6269,7229608.744,99.9865405416872,2
2022,92.1035239379279,37408900.7685,37827000,34840000,1375665.1398,418099.2315,30576711.0147,36033235.6287,60634.4349,35972601.1938,5395890.1791,98.8947068720755,3
2023,270.500682963591,41893934.901,42462000,114860000,1147803.3358,568065.099,34610872.7574,40746131.5652,27457.733,40718673.8322,6107801.0748,98.6621800692384,2
2022,182.732282703278,30500363.7065,31029000,56700000,1005646.8888,528636.2935,25069469.0921,29494716.8177,1223.7682,29493493.0495,4424023.9574,98.2963154033324,2
2022,230.712269172028,21441420.632,21607000,49850000,1039235.6064,165579.368,17319522.811,20402185.0256,26275.8362,20375909.1894,3056386.3784,99.2336771972046,1
2023,187.67172812726,27434829.9552,27660000,51910000,90863.2451,225170.0448,23242313.8754,27343966.7101,68.0332,27343898.6769,4101584.8015,99.1859362082429,1
2021,226.916113458057,21193963.111,21541000,48880000,814104.8877,347036.889,17317856.7634,20379858.2233,5909.0899,20373949.1334,3056092.37,98.3889471751544,3
2023,153.276119621569,33147803.5258,34141000,52330000,335760.1218,993196.4742,27874463.6286,32812043.404,18556.7821,32793486.6219,4919022.9933,97.0908981160482,2
2020,262.180518319929,55621720.1591,55950000,146690000,1085808.2041,328279.8409,46251148.986,54535911.955,122795.5009,54413116.4541,8161967.4681,99.4132621252904,2
2023,211.851341301943,54806602.5724,55133000,116800000,2364076.307,326397.4276,44501382.5832,52442526.2654,87958.5205,52354567.7449,7853185.1617,99.4079817394301,2
2022,216.28266366957,27823470.487,28472000,61580000,1398383.5825,648529.513,22421529.5937,26425086.9045,46816.7943,26378270.1102,3956740.5165,97.7222200302051,2
2021,212.067592674511,44613620.5757,45212000,95880000,26447.7855,598379.4243,37890033.3881,44587172.7902,10662.9219,44576509.8683,6686476.4802,98.6765030870123,4
2022,259.363941869005,43824431.8349,44933000,116540000,59911.5364,1108568.1651,37138482.0286,43764520.2985,72188.5002,43692331.7983,6553849.7697,97.5328418643313,2
2021,138.708156529939,30864280.177,31815000,44130000,639591.0907,950719.823,25671367.4909,30224689.0863,23080.2735,30201608.8128,4530241.3219,97.0117245858872,4
2023,111.653290529695,15204112.2619,15575000,17390000,99266.4032,370887.7381,12836018.6979,15104845.8587,3647.3906,15101198.4681,2265179.7702,97.6186983107544,1
2020,218.205444307467,29655693.6278,30013000,65490000,336644.7733,357306.3722,24871659.1736,29319048.8545,58273.3562,29260775.4983,4389116.3247,98.8094946449872,3
2021,136.943141852286,40795320.9814,40944000,56070000,961529.1259,148679.0186,33848266.1382,39833791.8555,12302.2811,39821489.5744,5973223.4362,99.6368722679758,3
2021,213.876783730667,45696809.4935,46812000,100120000,2122226.5986,1115190.5065,36942937.7586,43574582.8949,112303.1789,43462279.716,6519341.9574,97.6177251420576,2
2021,110.821525585493,26911319.9247,27242000,30190000,869795.7875,330680.0753,22093817.7929,26041524.1372,48797.322,25992726.8152,3898909.0223,98.7861387735849,1
2023,85.1809037423006,56333216.6823,57959000,49370000,2409960.5775,1625783.3177,45783966.2135,53923256.1048,59766.4418,53863489.663,8079523.4495,97.1949424287859,2
2023,225.830297270183,37600703.337,37878000,85540000,109218.6233,277296.663,31828039.6587,37491484.7137,46732.1741,37444752.5396,5616712.8809,99.2679215824489,2
2021,168.794561432598,11822861.3142,12062000,20360000,196743.1875,239138.6858,9867816.2519,11626118.1267,16922.5362,11609195.5905,1741379.3386,98.0174209434588,3
2022,175.336381450033,37827954.7096,38275000,67110000,339908.14,447045.2904,31856386.8281,37488046.5696,9944.4189,37478102.1507,5621715.3226,98.8320175299804,3
2023,255.838393274171,33655670.7026,34256000,87640000,1505101.8543,600329.2974,27294506.529,32150568.8483,39384.6965,32111184.1518,4816677.6228,98.247520733886,2
2023,229.233791748527,12513185.9152,12725000,29170000,503692.1128,211814.0848,10201402.5814,12009493.8024,7843.7066,12001650.0958,1800247.5144,98.3354492353635,2
2021,251.25998525867,49796952.9858,50199000,126130000,917455.9343,402047.0142,41501959.7294,48879497.0515,53662.0757,48825834.9758,7323875.2464,99.199093579155,2
2022,272.863830084539,55892391.3485,57252000,156220000,1232668.652,1359608.6515,46356674.4683,54659722.6965,122458.6162,54537264.0803,8180589.612,97.6252206883602,3
2021,160.861687135092,53253326.1289,54637000,87890000,889920.2232,1383673.8711,44464449.2935,52363405.9057,52289.0898,52311116.8159,7846667.5224,97.4675149237696,2
2023,239.551957831325,31452614.6567,31872000,76350000,801983.0504,419385.3433,26047069.7636,30650631.6063,7020.1197,30643611.4866,4596541.723,98.6841574319152,3
2022,163.449691991786,24245441.9604,24350000,39800000,196111.6718,104558.0396,20418443.3199,24049330.2886,27632.2652,24021698.0234,3603254.7035,99.5706035334702,0
2021,195.786482145064,32162242.2108,32372000,63380000,905079.5875,209757.7892,26528742.554,31257162.6233,46877.2657,31210285.3576,4681542.8036,99.3520394501421,0
2023,157.536960829142,32029684.3516,32805000,51680000,1260116.5123,775315.6484,26107840.341,30769567.8393,54461.5558,30715106.2835,4607265.9425,97.6365930547173,1
2022,101.065432821004,55497894.1536,56409000,57010000,929999.2753,911105.8464,46378759.455,54567894.8783,4648.4606,54563246.4177,8184486.9627,98.3848218433229,2
2023,191.413761391188,23557952.2494,23922000,45790000,178211.0377,364047.7506,19828163.5343,23379741.2117,52489.9949,23327251.2168,3499087.6825,98.4781884850765,3
2021,141.054588922832,7330355.6482,7529000,10620000,124511.5735,198644.3518,6119808.8907,7205844.0747,6068.9092,7199775.1655,1079966.2748,97.3616104157259,2
2023,240.806356364417,36437713.9729,37254000,89710000,1549057.3264,816286.0271,29638372.4177,34888656.6465,19983.2139,34868673.4326,5230301.0149,97.8088634050035,4
2022,153.731130731985,55191506.8321,56176000,86360000,2686346.8948,984493.1679,44627842.5133,52505159.9373,1815.804,52503344.1333,7875501.62,98.2474843920891,2
2021,50.6525588614651,44800649.5421,45743000,23170000,1632132.9229,942350.4579,36629695.3012,43168516.6192,74757.4413,43093759.1779,6464063.8767,97.9399023721662,2
2023,272.395906350764,7063006.0566,7133000,19430000,115821.7649,69993.9434,5895307.9178,6947184.2917,11527.9178,6935656.3739,1040348.4561,99.0187306406842,2
2022,160.528553673056,29776752.5051,30574000,49080000,89641.8596,797247.4949,25204107.7904,29687110.6455,35219.1274,29651891.5181,4447783.7277,97.3924004222542,2
2022,162.764405543399,27072696.2985,27420000,44630000,483519.0916,347303.7015,22598741.39,26589177.2069,2422.6304,26586754.5765,3988013.1865,98.733392773523,3
2023,256.154713175535,16538345.4354,16857000,43180000,495143.5892,318654.5646,13627340.0641,16043201.8462,11037.0649,16032164.7813,2404824.7172,98.1096602918669,2
2021,120.09247949747,22442372.5015,22924000,27530000,665673.0662,481627.4985,18506008.4419,21776699.4353,4924.7978,21771774.6375,3265766.1956,97.8990250458035,2
2021,269.484485707305,7947397.1429,8186000,22060000,71533.5985,238602.8571,6682462.6248,7875863.5444,14142.8093,7861720.7351,1179258.1103,97.085232627657,1
2021,92.1563606879187,46562779.9917,46866000,43190000,999985.0677,303220.0083,38690964.012,45562794.924,44013.7334,45518781.1906,6827817.1786,99.3530064261938,1
2021,252.722323049002,6425043.9202,6612000,16710000,60046.7933,186956.0798,5406436.1625,6364997.1269,4483.9945,6360513.1324,954076.9699,97.1724730822747,2
2020,237.062229984374,21268027.1089,21758000,51580000,936609.8861,489972.8911,17260685.9764,20331417.2228,24727.8388,20306689.384,3046003.4076,97.7480793680485,3
2022,59.4978165938865,14258658.4904,14656000,8720000,67387.565,397341.5096,12053260.0053,14191270.9254,10965.0368,14180305.8886,2127045.8833,97.288881621179,2
2023,251.151202749141,57156556.2253,58200000,146170000,1504429.0158,1043443.7747,47198497.4641,55652127.2095,124483.1341,55527644.0754,8329146.6113,98.2071412805842,3
2020,200.096117538018,56937368.1877,58262000,116580000,2547249.6242,1324631.8123,46182064.6401,54390118.5635,58277.8104,54331840.7531,8149776.113,97.7264223468127,0
2021,144.733453515323,7571496.2536,7766000,11240000,306520.729,194503.7464,6173377.1937,7264975.5246,2178.8261,7262796.6985,1089419.5048,97.4954449343291,2
2023,111.426055369035,35888206.9934,36338000,40490000,1748782.0111,449793.0066,29017992.9441,34139424.9823,609.754,34138815.2283,5120822.2842,98.7621965804392,3
2020,167.516525023607,26132924.8623,26475000,44350000,137891.6083,342075.1377,22049238.2408,25995033.254,54752.9707,25940280.2833,3891042.0425,98.7079314912181,3
2020,154.996066089693,7424472.7014,7626000,11820000,361923.6318,201527.2986,5987102.5081,7062549.0696,18899.0601,7043650.0095,1056547.5014,97.3573656097561,1
