company,year,netprofitmargin,grossprofit,revenue,netincome,costandexpenses,costofgoodsandservices,netproft,ebit,interest,ebt,proftaftertax,grossprofitmargin,YoY Revenue Change %,date,Sector
MSFT,2022,222.2198169,45726383.8,46193000,102650000,905669.1192,466616.2027,38015825.15,44820714.68,96214.504,44724500.17,6708675.026,98.98985517,71004.52882,2/15/2022,Technology
AMZN,2022,178.3186816,40025722.99,40837000,72820000,207642.7904,811277.0125,33836003.65,39818080.2,11017.0837,39807063.11,5971059.467,98.01337754,80330.28381,11/12/2022,Consumer Discretionary
TSLA,2022,144.1237769,28258134.28,28309000,40800000,227266.516,50865.7194,23766714.15,28030867.76,70027.5893,27960840.18,4194126.026,99.82031962,115924.2856,10/25/2022,Automotive Technology
META,2022,77.04519985,20876747.04,21416000,16500000,512411.7046,539252.9582,17286672.05,20364335.34,27074.0984,20337261.24,3050589.186,97.48200897,153268.1126,10/17/2022,Communication Service
GOOG,2022,210.1415094,58324201.45,59360000,124740000,677745.1737,1035798.555,48905384.45,57646456.27,110709.8596,57535746.41,8630361.962,98.25505634,55232.40398,11/17/2022,Technology
TSLA,2022,288.0473142,40683538.05,41087000,118350000,62060.8832,403461.9491,34450127.04,40621477.17,91915.9387,40529561.23,6079434.184,99.01803016,79840.89371,3/25/2022,Automotive Technology
BABA,2022,260.1654433,49959853.98,51498000,133980000,114540.8839,1538146.019,42332779.74,49845313.1,42042.8156,49803270.28,7470490.542,97.01319271,63679.78756,9/8/2022,Consumer Discretionary
TSLA,2022,79.45717376,29869094.22,30507000,24240000,897567.325,637905.7804,24587669.99,28971526.89,44856.3221,28926670.57,4339000.586,97.90898554,107564.8474,3/11/2022,Automotive Technology
MSFT,2022,51.18179312,38773272.23,39897000,20420000,455794.1594,1123727.767,32506683.82,38317478.07,74320.6323,38243157.44,5736473.616,97.18342791,82225.27508,8/26/2022,Technology
NVDA,2022,53.19030059,17631892.4,17898000,9520000,351173.5102,266107.5989,14652468.8,17280718.89,42520.2994,17238198.59,2585729.789,98.51319925,183413.8842,2/10/2022,Technology
GOOG,2022,164.1979277,40149149.17,40439000,66400000,831320.8065,289850.8274,33388667.96,39317828.37,37042.5353,39280785.83,5892117.875,99.28323938,81121.8774,2/12/2022,Technology
TSLA,2022,74.96315703,30307310.52,30535000,22890000,977907.6094,227689.4834,24928379.34,29329402.91,1897.8006,29327505.11,4399125.766,99.25433279,107466.1208,9/27/2022,Automotive Technology
MSFT,2022,159.4226403,24385172.07,24664000,39320000,100992.3306,278827.9308,20613641.69,24284179.74,32836.5718,24251343.17,3637701.475,98.86949428,133071.0793,3/8/2022,Technology
NFLX,2020,123.849249,46091777.52,47469000,58790000,314872.4609,1377222.483,38878746.86,45776905.06,37202.8623,45739702.19,6860955.329,97.09869076,69093.18924,2/20/2020,Entertainment
AMZN,2020,88.51976451,9380586.184,9512000,8420000,206516.6154,131413.8164,7792424.736,9174069.568,6511.0554,9167558.513,1375133.777,98.6184418,345203.9844,7/1/2020,Consumer Discretionary
BABA,2020,246.1209061,37752249.24,37831000,93110000,507370.6675,78750.7586,31613694.62,37244878.57,52296.6661,37192581.91,5578887.286,99.79183538,86721.16518,4/8/2020,Consumer Discretionary
NFLX,2020,146.9694091,20943670.24,21052000,30940000,114106.6749,108329.7613,17695578.89,20829563.56,11235.4559,20818328.11,3122749.216,99.4854182,155919.9268,9/22/2020,Entertainment
NFLX,2020,139.8845123,47331579.36,48490000,67830000,1335669.745,1158420.638,39053987.12,45995909.62,50042.4138,45945867.2,6891880.08,97.61101126,67636.26521,1/14/2020,Entertainment
BABA,2020,112.0290513,10950769.12,11015000,12340000,373711.2493,64230.8806,8968252.934,10577057.87,26172.0652,10550885.8,1582632.871,99.41687807,298087.1539,3/21/2020,Consumer Discretionary
AAPL,2020,177.6818678,18906145.61,19231000,34170000,463598.8786,324854.3866,15642342.86,18442546.73,39790.4334,18402756.3,2760413.445,98.31077746,170693.5885,7/11/2020,Technology
GOOG,2020,211.9911034,51299263.02,51705000,109610000,388777.2524,405736.9796,43202116.76,50910485.77,84466.0503,50826019.72,7623902.958,99.21528483,63424.44638,6/6/2020,Technology
NFLX,2020,270.7656511,44955576.49,45556000,123350000,1215060.8,600423.5072,37160917.66,43740515.69,21789.0372,43718726.66,6557808.998,98.68201004,71998.76855,10/13/2020,Entertainment
GOOG,2020,184.2239601,48250707.25,48973000,90220000,538667.1308,722292.7532,40460174.98,47712040.12,111834.2556,47600205.86,7140030.879,98.52512047,66968.21106,6/5/2020,Technology
ORCL,2020,261.3937686,23543112.94,24136000,63090000,1166991.182,592887.0602,18995032.52,22376121.76,29024.6792,22347097.08,3352064.562,97.54355709,135984.3346,6/8/2020,Technology
TSLA,2020,128.2943335,41195970.58,41966000,53840000,1457738.006,770029.4232,33727274.74,39738232.57,59085.8196,39679146.75,5951872.013,98.16511123,78166.48954,2/18/2020,Automotive Technology
NVDA,2020,116.9621086,35953882.25,36499000,42690000,1237955.981,545117.7519,29475281.66,34715926.27,39124.3127,34676801.95,5201520.293,98.50648579,89889.62985,10/4/2020,Technology
BABA,2020,237.5371277,12320037.66,12457000,29590000,230605.075,136962.3449,10263015.71,12089432.58,15296.451,12074136.13,1811120.419,98.90051903,263569.5432,10/23/2020,Consumer Discretionary
NFLX,2020,266.7695974,58931225.92,59587000,158960000,977564.1877,655774.0833,49139703.7,57953661.73,142245.6081,57811416.12,8671712.418,98.89946786,55021.6121,12/25/2020,Entertainment
AAPL,2020,164.6202518,44451232.61,45201000,74410000,1734169.78,749767.3925,36232492.05,42717062.83,90601.5984,42626461.23,6393969.184,98.34125928,72565.01847,12/19/2020,Technology
META,2020,149.41963,48279056.5,48762000,72860000,1387494.452,482943.4975,39772463.3,46891562.05,100428.7627,46791133.29,7018669.993,99.00959046,67258.42459,6/24/2020,Communication Service
AAPL,2020,259.178499,39312984.14,39440000,102220000,655943.7265,127015.8648,32851539.78,38657040.41,8170.0804,38648870.33,5797330.549,99.67795166,83179.19625,2/9/2020,Technology
AAPL,2020,89.48840856,55168589.23,56119000,50220000,1473626.225,950410.7666,45565499.58,53694963.01,88492.9152,53606470.09,8040970.514,98.30643674,58427.97626,3/7/2020,Technology
NVDA,2020,156.9579016,59270406.86,59551000,93470000,2302075.491,280593.1358,48345193.04,56968331.37,91633.6785,56876697.7,8531504.654,99.52881877,55054.93443,9/16/2020,Technology
TSLA,2020,112.6042632,40126523.17,41002000,46170000,279136.6065,875476.8276,33821238.47,39847386.57,57694.2483,39789692.32,5968453.848,97.86479482,80006.61675,3/5/2020,Automotive Technology
GOOG,2020,91.03401784,37474215.46,38568000,35110000,1625520.182,1093784.542,30435781.54,35848695.28,41893.4593,35806801.82,5371020.273,97.16401021,85062.09033,8/18/2020,Technology
ORCL,2020,294.4268264,33341386.52,34056000,100270000,610460.8247,714613.4813,27797681,32730925.69,27771.5807,32703154.11,4905473.117,97.90165175,96345.01703,4/22/2020,Technology
NVDA,2020,66.91449814,5817650.246,5918000,3960000,14870.7178,100349.7541,4923933.87,5802779.528,9916.1512,5792863.377,868929.5065,98.30432994,554907.0125,6/25/2020,Technology
AMZN,2020,281.1449637,18394004.68,18446000,51860000,852420.4129,51995.3245,14908631.23,17541584.26,2018.1087,17539566.15,2630934.923,99.71812141,177961.9918,7/18/2020,Consumer Discretionary
MSFT,2020,84.25487098,5684317.272,5697000,4800000,172398.8091,12682.7285,4681256.231,5511918.462,4558.1912,5507360.271,826104.0407,99.77737882,576437.037,11/17/2020,Technology
TSLA,2020,57.34887938,46720894.02,47429000,27200000,1569006.11,708105.9776,38299491.11,45151887.91,93663.076,45058224.84,6758733.726,98.50701896,69151.54441,1/8/2020,Automotive Technology
ORCL,2020,177.682111,31959400.56,32288000,57370000,1057115.705,328599.4432,26204625.15,30902284.85,73314.0819,30828970.77,4624345.616,98.98228616,101626.0747,4/16/2020,Technology
GOOG,2020,251.0764263,14556774.23,14864000,37320000,203501.0257,307225.766,12174816.89,14353273.21,29959.2195,14323313.99,2148497.098,97.93308823,220872.2484,10/14/2020,Technology
TSLA,2020,295.7755127,16272336.93,16286000,48170000,474485.1797,13663.0742,13398592.14,15797851.75,34802.1736,15763049.57,2364457.436,99.9161054,201578.2206,5/10/2020,Automotive Technology
GOOG,2020,209.3051617,32193633.92,32799000,68650000,49195.8918,605366.0788,27314749.64,32144438.03,9438.454,32134999.58,4820249.936,98.15431544,100041.2086,7/21/2020,Technology
NFLX,2020,65.55892848,37286190.89,37554000,24620000,1810093.179,267809.1096,30140092.13,35476097.71,17165.7979,35458931.91,5318839.787,99.28686928,87361.56202,6/13/2020,Entertainment
GOOG,2020,221.5231546,13497916.82,13669000,30280000,353281.7103,171083.1801,11143051.47,13144635.11,35162.7898,13109472.32,1966420.848,98.74838554,240190.548,8/26/2020,Technology
ORCL,2020,264.11506,16760684.32,16826000,44440000,640151.4238,65315.6786,13685971.18,16120532.9,19390.3298,16101142.57,2415171.385,99.61181696,195105.7233,1/23/2020,Technology
MSFT,2020,292.1068142,43656539.57,44114000,128860000,1166149.549,457460.4296,36048443.23,42490390.02,80456.8108,42409933.21,6361489.982,98.96300397,74355.53566,12/8/2020,Technology
NFLX,2020,115.0432004,42220249.46,42245000,48600000,863.097,24750.5425,35831134.1,42219386.36,65110.9495,42154275.41,6323141.312,99.9414119,77649.59167,12/30/2020,Entertainment
MSFT,2020,263.6450798,55871496.98,57365000,151240000,1042288.29,1493503.018,46499834.5,54829208.69,123521.0467,54705687.65,8205853.147,97.39649086,57156.71577,2/21/2020,Technology
MSFT,2020,257.5114882,5599250.565,5658000,14570000,154314.4049,58749.4353,4624672.592,5444936.16,4144.8753,5440791.285,816118.6927,98.96165721,580411.0463,7/21/2020,Technology
MSFT,2020,257.3431424,53765186.25,54779000,140970000,2073877.05,1013813.747,43868417.78,51691309.2,81405.9349,51609903.27,7741485.49,98.14926569,59859.68346,7/18/2020,Technology
META,2020,165.2150245,7151714.412,7348000,12140000,165698.909,196285.5876,5923501.72,6986015.503,17189.9507,6968825.553,1045323.833,97.32872091,446896.6658,4/26/2020,Communication Service
MSFT,2020,204.2500516,38569491.25,38776000,79200000,1670756.498,206508.7452,31310976.27,36898734.76,62292.0886,36836442.67,5525466.4,99.46743154,84605.26872,7/25/2020,Technology
AAPL,2020,84.31430253,20220899.66,20388000,17190000,876626.3429,167100.3375,16434042.48,19344273.32,10105.6977,19334167.62,2900125.143,99.18039858,161001.2115,8/26/2020,Technology
TSLA,2020,167.9197995,48717351.46,49476000,83080000,946582.6761,758648.5436,40496618.59,47770768.78,127688.0805,47643080.7,7146462.105,98.46663323,66286.35904,8/10/2020,Automotive Technology
META,2020,137.9262989,42609830.91,43690000,60260000,2160294.68,1080169.094,34321257.2,40449536.23,71586.5815,40377949.64,6056692.447,97.52765142,75078.10712,9/22/2020,Communication Service
NVDA,2020,203.5276404,23177887.37,23245000,47310000,87191.705,67112.6322,19622442.36,23090695.66,5469.3607,23085226.3,3462783.945,99.71128143,141200.5593,8/16/2020,Technology
META,2020,196.6156326,6203701.398,6205000,12200000,248210.9931,1298.6016,5050646.59,5955490.405,13553.2403,5941937.165,891290.5748,99.97907169,529236.2611,1/26/2020,Communication Service
MSFT,2020,265.1679727,51540637.85,51556000,136710000,500423.4409,15362.1518,43274250.9,51040214.41,129331.0014,50910883.41,7636632.511,99.97020298,63608.03592,3/2/2020,Technology
ORCL,2020,130.6622432,23298686.54,23511000,30720000,1096478.82,212313.4606,18844966.51,22202207.72,31658.889,22170548.83,3325582.325,99.09696116,139601.9055,11/23/2020,Technology
ORCL,2020,129.5457573,14607459.71,15014000,19450000,289514.6727,406540.2939,12152269.01,14317945.03,21157.9629,14296787.07,2144518.061,97.2922586,218664.5864,12/21/2020,Technology
AMZN,2020,246.7457571,23911132.34,24276000,59900000,95396.1838,364867.6571,20228645.55,23815736.16,17329.6276,23798406.53,3569760.98,98.49700257,135199.5345,8/14/2020,Consumer Discretionary
AAPL,2020,233.1566706,25506211.49,26227000,61150000,63361.105,720788.514,21589217.74,25442850.38,43770.6868,25399079.69,3809861.954,97.25173099,125134.739,3/1/2020,Technology
GOOG,2020,271.9862179,23236091.12,23799000,64730000,1066466.037,562908.8836,18837114.51,22169625.08,8313.8898,22161311.19,3324196.678,97.63473724,137911.324,6/5/2020,Technology
MSFT,2020,274.5383037,35046964.49,35088000,96330000,1751168.288,41035.5089,28224307.39,33295796.2,90728.6855,33205067.52,4980760.128,99.88304974,93508.39888,10/24/2020,Technology
NVDA,2020,213.4178185,28629430.04,28723000,61300000,740431.9707,93569.9644,23669135.44,27888998.06,42956.3754,27846041.69,4176906.253,99.67423332,114251.9653,8/1/2020,Technology
GOOG,2020,187.4107478,26013820.21,26610000,49870000,17561.1861,596179.7868,22048447.94,25996259.03,56908.5125,25939350.51,3890902.577,97.75956487,123332.2247,6/4/2020,Technology
TSLA,2020,78.88294788,30802106.96,31046000,24490000,320126.5546,243893.0371,25898935.9,30481980.41,12644.0527,30469336.36,4570400.453,99.21441398,105695.642,11/10/2020,Automotive Technology
MSFT,2020,297.0727568,27780834.41,28286000,84030000,1336915.862,505165.5917,22426446.15,26443918.55,59864.2559,26384054.29,3957608.144,98.21407908,116018.6276,8/12/2020,Technology
GOOG,2020,149.3262479,25765392.53,26345000,39340000,877724.6075,579607.4694,21118086.94,24887667.92,42859.7578,24844808.17,3726721.225,97.79993369,124573.8091,4/23/2020,Technology
ORCL,2020,190.671368,55344118.79,55871000,106530000,1183117.022,526881.2102,45999906.54,54161001.77,43464.6653,54117537.1,8117630.566,99.05696836,58687.77004,9/6/2020,Technology
ORCL,2020,268.8238527,14481691.05,14556000,39130000,74654.4996,74308.9519,12236383.97,14407036.55,11290.6958,14395745.85,2159361.878,99.48949607,225547.9459,5/11/2020,Technology
AMZN,2020,164.1384467,18196113.28,18722000,30730000,649582.0694,525886.7203,14906606.65,17546531.21,9346.9117,17537184.3,2630577.645,97.19107617,175336.9993,12/18/2020,Consumer Discretionary
TSLA,2020,90.74292677,25978657.46,26261000,23830000,114093.0682,282342.536,21962715.41,25864564.4,26075.6783,25838488.72,3875773.308,98.92485992,124972.5981,11/7/2020,Automotive Technology
ORCL,2020,202.1147513,17150049.58,17307000,34980000,153683.818,156950.4203,14437171.74,16996365.76,11457.8344,16984907.93,2547736.189,99.09313907,189680.5223,7/16/2020,Technology
AAPL,2020,98.63747901,30715156.81,30972000,30550000,628965.9855,256843.1906,25534453.05,30086190.82,45657.8257,30040533,4506079.95,99.17072456,105948.4147,2/22/2020,Technology
MSFT,2020,207.7505736,31525300.9,31817000,66100000,188861.4893,291699.0995,26627271.79,31336439.41,10237.3031,31326202.11,4698930.316,99.08319735,103131.9672,9/11/2020,Technology
META,2020,239.2156863,52449464.71,54060000,129320000,1742711.817,1610535.294,43081802.61,50706752.89,22279.2249,50684473.66,7602671.05,97.02083741,60657.14946,12/19/2020,Communication Service
MSFT,2020,197.1642077,26077604.85,26095000,51450000,841134.1942,17395.1457,21409202.33,25236470.66,49173.8064,25187296.85,3778094.528,99.93333916,125768.2315,8/27/2020,Technology
MSFT,2020,124.5453281,50192703.29,50311000,62660000,1661820.165,118296.7129,41181713.5,48530883.12,81808.4192,48449074.7,7267361.205,99.76486909,65184.56004,6/7/2020,Technology
NFLX,2020,231.7941126,17554086.61,17563000,40710000,372887.9617,8913.3942,14568584.59,17181198.64,41687.367,17139511.28,2570926.692,99.94924902,186914.2629,7/21/2020,Entertainment
MSFT,2020,212.6534992,24744627.75,25163000,53510000,730630.4427,418372.2504,20383997.3,24013997.31,32824.0159,23981173.29,3597175.994,98.33735147,130430.2031,8/29/2020,Technology
BABA,2020,61.99224765,37316710.39,37666000,23350000,115995.8743,349289.6088,31573103.85,37200714.52,55886.4574,37144828.06,5571724.209,99.07266604,87101.49472,9/10/2020,Consumer Discretionary
GOOG,2020,78.92329805,7629651.632,7653000,6040000,172185.9475,23348.368,6329335.61,7457465.685,11188.4962,7446277.188,1116941.578,99.69491222,429082.2161,7/7/2020,Technology
BABA,2020,246.1920288,20247273.84,20549000,50590000,129957.6645,301726.1553,17079597.76,20117316.18,23671.7592,20093644.42,3014046.663,98.53167475,159738.9946,8/22/2020,Consumer Discretionary
MSFT,2020,277.5975873,34986136.1,35148000,97570000,1080271.794,161863.8988,28785076.12,33905864.31,41068.8718,33864795.44,5079719.315,99.53947906,93348.60305,2/21/2020,Technology
GOOG,2020,217.264125,50399001.9,50938000,110670000,306153.2,538998.1026,42473025.6,50092848.7,124583.2834,49968265.41,7495239.812,98.9418546,64380.96706,4/27/2020,Technology
MSFT,2020,68.76383841,46937307.96,47874000,32920000,2302095.977,936692.041,37905703.22,44635211.98,40267.0183,44594944.96,6689241.745,98.04342223,68507.83515,7/25/2020,Technology
MSFT,2020,140.0508925,50741542.35,51874000,72650000,2073635.454,1132457.648,41269622.95,48667906.9,115409.3053,48552497.59,7282874.639,97.81690703,63217.49046,11/9/2020,Technology
AAPL,2020,215.8310837,51295516.72,51860000,111930000,2030834.208,564483.2845,41798251.59,49264682.51,90268.8685,49174413.64,7376162.046,98.91152471,63234.58349,11/1/2020,Technology
MSFT,2023,76.6382656,22005153.28,22417000,17180000,428339.9193,411846.7225,18308027.56,21576813.36,37957.4102,21538855.95,3230828.392,98.16279287,146419.6726,11/6/2023,Technology
BABA,2023,72.3715008,10401709.7,10681000,7730000,81354.0561,279290.3027,8754241.908,10320355.64,21247.5143,10299108.13,1544866.219,97.38516709,307411.6094,12/9/2023,Consumer Discretionary
AAPL,2023,205.0532829,23110106.81,23272000,47720000,196122.0977,161893.1882,19455609.88,22913984.71,25031.9124,22888952.8,3433342.92,99.30434347,141036.6234,10/9/2023,Technology
META,2023,253.8658693,22997450.36,23410000,59430000,468395.9701,412549.6352,19142701.81,22529054.39,8228.7331,22520825.66,3378123.849,98.23772048,140204.6348,10/21/2023,Communication Service
AMZN,2023,291.1579892,21908873.02,22280000,64870000,837011.2411,371126.9841,17899482.02,21071861.77,13647.6318,21058214.14,3158732.122,98.3342595,147320.6239,4/16/2023,Consumer Discretionary
GOOG,2023,84.80506498,41893746.28,42014000,35630000,1643018.836,120253.7233,34130913.97,40250727.44,96711.0063,40154016.43,6023102.465,99.71377702,78077.07193,7/26/2023,Technology
NFLX,2023,297.6400529,9061298.907,9068000,26990000,28059.2952,6701.093,7669087.036,9033239.612,10784.2753,9022455.337,1353368.301,99.92610175,362111.2373,11/24/2023,Entertainment
NVDA,2023,280.866531,34338973.55,34390000,96590000,423366.6614,51026.4514,28790102.28,33915606.89,44898.3186,33870708.57,5080606.285,99.85162416,95408.33091,11/12/2023,Technology
AMZN,2023,74.38837604,24136367.79,24157000,17970000,1119412.639,20632.2072,19515341.37,23016955.15,57730.0183,22959225.14,3443883.77,99.91459119,135866.0347,6/18/2023,Consumer Discretionary
META,2023,107.9615351,56989289.54,57715000,62310000,367909.7632,725710.4574,48075971.08,56621379.78,61413.8057,56559965.97,8483994.896,98.74259645,56809.49493,4/4/2023,Communication Service
NVDA,2023,226.1805503,26327059.84,26386000,59680000,572768.092,58940.1583,21864650.44,25754291.75,31173.5852,25723118.16,3858467.725,99.77662337,124380.0841,4/17/2023,Technology
MSFT,2023,84.45523694,27385749.86,28003000,23650000,172381.4315,617250.1393,23089921.09,27213368.43,48755.3775,27164613.05,4074691.958,97.79577138,117192.1294,11/22/2023,Technology
NFLX,2023,208.8590957,15067642.81,15216000,31780000,121860.8783,148357.1929,12693753.13,14945781.93,11954.7212,14933827.21,2240074.081,99.02499216,215760.3772,7/3/2023,Entertainment
META,2023,266.3816935,38064922.94,39068000,104070000,588327.6202,1003077.058,31833150.09,37476595.32,25830.5117,37450764.81,5617614.722,97.43248424,83972.16904,8/6/2023,Communication Service
AAPL,2023,253.8172516,12358293.1,12509000,31750000,435493.3415,150706.8983,10127390.35,11922799.76,8222.8761,11914576.88,1787186.533,98.79521226,262473.4671,7/19/2023,Technology
BABA,2023,172.9328776,27244759.28,27502000,47560000,17839.1583,257240.7183,23110028.42,27226920.12,38651.3908,27188268.73,4078240.31,99.06464723,119328.8234,1/19/2023,Consumer Discretionary
NVDA,2023,191.3515036,14122370.1,14199000,27170000,298172.8834,76629.902,11739210.47,13824197.21,13361.3678,13810835.85,2071625.377,99.4603148,231221.3254,3/31/2023,Technology
META,2023,84.79014792,13897249.63,14129000,11980000,445179.6208,231750.3676,11429461.9,13452070.01,5644.2511,13446425.76,2016963.864,98.35975393,232367.3721,6/9/2023,Communication Service
AMZN,2023,194.3609023,31200194.48,31920000,62040000,1144673.266,719805.5161,25518244.54,30055521.22,34057.0483,30021464.17,4503219.625,97.74497019,102798.8565,11/4/2023,Consumer Discretionary
TSLA,2023,68.89287665,24954371.94,25634000,17660000,696566.5965,679628.0575,20606175.54,24257805.35,15245.8853,24242559.46,3636383.919,97.34872413,128031.8366,11/20/2023,Automotive Technology
GOOG,2023,119.5479481,32802094.15,33359000,39880000,1562698.13,556905.8487,26486717.47,31239396.02,78551.9354,31160844.09,4674126.613,98.33056792,98360.1307,8/17/2023,Technology
META,2023,131.8280246,56775887.98,57264000,75490000,1537790.424,488112.0165,46916237.14,55238097.56,42524.4482,55195573.11,8279335.967,99.14761104,57257.70292,12/30/2023,Communication Service
AMZN,2023,225.9329631,40892609.7,41052000,92750000,137417.8282,159390.3019,34617275,40755191.87,28985.988,40726205.88,6108930.882,99.6117356,79909.0495,11/19/2023,Consumer Discretionary
AMZN,2023,223.9158048,5404456.31,5511000,12340000,157730.6008,106543.6899,4452861.162,5246725.709,8065.5187,5238660.191,785799.0286,98.06670858,595895.5543,10/12/2023,Consumer Discretionary
GOOG,2023,169.4153618,43149003.06,43172000,73140000,1667137.388,22996.9447,35214457.05,41481865.67,53092.6695,41428773,6214315.95,99.94673181,75980.13296,6/16/2023,Technology
AMZN,2023,251.4879451,9670543.935,9913000,24930000,257514.1861,242456.0648,7981446.677,9413029.749,23092.4825,9389937.267,1408490.59,97.55416055,331235.7712,9/21/2023,Consumer Discretionary
NFLX,2023,71.66622051,51777728.15,52298000,37480000,1971269.667,520271.846,42293398.79,49806458.49,49518.7289,49756939.76,7463540.964,99.00517831,62704.15121,7/28/2023,Entertainment
AMZN,2023,110.2806589,25700069.85,26224000,28920000,1163526.422,523930.1519,20856051.6,24536543.43,12.1262,24536531.3,3680479.695,98.00209674,125149.0657,4/16/2023,Consumer Discretionary
ORCL,2023,220.7347199,24400353.51,25098000,55400000,573320.8452,697646.4904,20218837.95,23827032.66,40164.4842,23786868.18,3568030.227,97.22031042,130768.2564,11/15/2023,Technology
NFLX,2023,70.59633028,43195404.18,43600000,30780000,101538.9844,404595.8249,36562803.96,43093865.19,78801.7142,43015063.48,6452259.522,99.07202792,75233.29128,6/2/2023,Entertainment
META,2023,240.8063564,36437713.97,37254000,89710000,1549057.326,816286.0271,29638372.42,34888656.65,19983.2139,34868673.43,5230301.015,97.80886341,88065.87481,6/14/2023,Communication Service
GOOG,2023,63.76047161,37722329.62,38676000,24660000,1029220.285,953670.3753,31123014.84,36693109.34,77797.7579,36615311.58,5492296.737,97.53420629,84824.28121,2/2/2023,Technology
AAPL,2023,91.72486368,52057365.99,52265000,47940000,2436267.753,207634.0129,42076732.68,49621098.23,119059.7876,49502038.45,7425305.767,99.60272838,62743.80561,12/2/2023,Technology
BABA,2023,112.059027,16980758.61,17348000,19440000,674186.538,367241.3943,13860204.89,16306572.07,448.6729,16306123.39,2445918.509,97.88309088,189231.9979,3/22/2023,Consumer Discretionary
AAPL,2023,166.3064498,8676365.47,8791000,14620000,135211.3631,114634.5301,7242602.633,8541154.107,20445.1272,8520708.98,1278106.347,98.69600125,373524.3317,8/24/2023,Technology
NFLX,2023,293.1478441,56986896.13,57865000,169630000,17789.6694,878103.8741,48307400.23,56969106.46,136870.8887,56832235.57,8524835.335,98.48249568,56661.97183,7/14/2023,Entertainment
BABA,2023,143.1327072,43403162.36,43547000,62330000,1938524.101,143837.6414,35205272.76,41464638.26,46670.3039,41417967.95,6212695.193,99.66969564,75324.97761,5/30/2023,Consumer Discretionary
META,2023,139.5928185,11506137.9,11641000,16250000,558504.844,134862.1002,9294349.686,10947633.06,13104.0139,10934529.04,1640179.356,98.84149042,282052.0058,11/7/2023,Communication Service
AMZN,2023,116.2727149,21607311.89,21957000,25530000,869624.5228,349688.1139,17615107.85,20737687.36,14031.0728,20723656.29,3108548.444,98.40739576,149489.2654,4/15/2023,Consumer Discretionary
MSFT,2023,148.7458411,49225769.48,50193000,74660000,1418839.118,967230.5209,40553210.51,47806930.36,97270.933,47709659.43,7156448.914,98.07297727,65338.03917,10/29/2023,Technology
AAPL,2023,93.19585692,41698243.71,42577000,39680000,975135.3683,878756.2896,34599835.73,40723108.34,17419.2468,40705689.1,6105853.364,97.93607748,77043.32856,11/15/2023,Technology
TSLA,2023,187.6717281,27434829.96,27660000,51910000,90863.2451,225170.0448,23242313.88,27343966.71,68.0332,27343898.68,4101584.802,99.18593621,118646.6197,7/29/2023,Automotive Technology
AAPL,2023,139.7771066,47596648,48005000,67100000,1812624.334,408351.997,38819812.43,45784023.67,113656.1076,45670367.56,6850555.134,99.14935528,68320.61244,11/10/2023,Technology
BABA,2023,191.4137614,23557952.25,23922000,45790000,178211.0377,364047.7506,19828163.53,23379741.21,52489.9949,23327251.22,3499087.683,98.47818849,137201.7097,4/1/2023,Consumer Discretionary
META,2023,56.50598772,19449295.94,19874000,11230000,38299.1101,424704.0572,16474217.86,19410996.83,29564.06,19381432.77,2907214.916,97.86301672,165167.7619,7/25/2023,Communication Service
MSFT,2023,290.1691005,48234556.71,48551000,140880000,2297268.275,316443.2909,38941509.55,45937288.43,123747.7895,45813540.64,6872031.097,99.34822498,67551.16064,2/20/2023,Technology
MSFT,2023,222.1257143,21445063.42,21875000,48590000,942399.7349,429936.5833,17398598.72,20502663.68,33724.0099,20468939.67,3070340.951,98.03457562,150050.0114,8/17/2023,Technology
ORCL,2023,242.7015755,51295261.02,51792000,125700000,1717476.762,496738.9765,42047563.7,49577784.26,110062.2586,49467722,7420158.301,99.04089632,63317.73826,10/5/2023,Technology
MSFT,2023,144.6762142,31225536.6,32120000,46470000,360987.9998,894463.4034,26206324.83,30864548.6,33578.212,30830970.38,4624645.558,97.2152447,102158.1413,6/19/2023,Technology
BABA,2023,169.8648265,10515552.34,10579000,17970000,373755.9826,63447.659,8602782.641,10141796.36,20875.6042,10120920.75,1518138.113,99.40024899,310376.5573,3/20/2023,Consumer Discretionary
ORCL,2023,75.2877355,13523263.55,13641000,10270000,593332.6899,117736.4495,10979369.17,12929930.86,13025.9549,12916904.91,1937535.736,99.13689283,240683.7768,2/28/2023,Technology
NFLX,2023,215.2664577,31681598.85,31900000,68670000,511215.2489,218401.147,26431094.96,31170383.6,74977.7693,31095405.83,4664310.875,99.31535691,102863.3699,12/9/2023,Entertainment
GOOG,2023,271.3607595,14811854.55,15168000,41160000,330353.0695,356145.4459,12299740.99,14481501.48,11217.9682,14470283.52,2170542.528,97.65199469,216443.4797,2/22/2023,Technology
BABA,2023,221.7690587,57344506.07,58110000,128870000,2435123.081,765493.9349,46643127.25,54909382.98,35115.6262,54874267.36,8231140.104,98.68268123,56422.65531,8/4/2023,Consumer Discretionary
AAPL,2023,87.407275,11031020.33,11189000,9780000,546881.8362,157979.6733,8906499.694,10484138.49,5903.5563,10478234.93,1571735.24,98.5880805,293450.0492,9/9/2023,Technology
ORCL,2023,118.8216966,6932940.329,7061000,8390000,263978.8441,128059.6709,5654925.796,6668961.485,16107.6079,6652853.877,997928.0816,98.18638053,465065.2032,8/13/2023,Technology
MSFT,2023,272.3959064,7063006.057,7133000,19430000,115821.7649,69993.9434,5895307.918,6947184.292,11527.9178,6935656.374,1040348.456,99.01873064,460369.8584,6/30/2023,Technology
